2020-12-27,17:10:33,27159.8
2020-12-27,17:10:34,27148.9
2020-12-27,17:10:35,27159.8
2020-12-27,17:10:36,27161.0
2020-12-27,17:10:37,27149.3
2020-12-27,17:10:38,27124.3
2020-12-27,17:10:39,27159.8
2020-12-27,17:10:40,27159.8
2020-12-27,17:10:41,27159.8
2020-12-27,17:10:42,27161.0
2020-12-27,17:10:43,27149.3
2020-12-27,17:10:44,27148.9
2020-12-27,17:10:45,27159.8
2020-12-27,17:10:46,27148.9
2020-12-27,17:10:47,27159.8
2020-12-27,17:10:48,27149.3
2020-12-27,17:10:49,27149.3
2020-12-27,17:10:50,27159.8
2020-12-27,17:10:51,27154.1
2020-12-27,17:10:52,27159.8
2020-12-27,17:10:53,27154.1
2020-12-27,17:10:54,27159.8
2020-12-27,17:10:55,27135.4
2020-12-27,17:10:56,27154.1
2020-12-27,17:10:57,27130.1
2020-12-27,17:10:58,27154.1
2020-12-27,17:10:59,27125.0
2020-12-27,17:11:01,27130.1
2020-12-27,17:11:02,27130.1
2020-12-27,17:11:04,27125.0
2020-12-27,17:11:05,27135.4
2020-12-27,17:11:06,27135.4
2020-12-27,17:11:07,27125.0
2020-12-27,17:11:08,27110.1
2020-12-27,17:11:09,27125.0
2020-12-27,17:11:10,27130.1
2020-12-27,17:11:11,27125.0
2020-12-27,17:11:12,27125.0
2020-12-27,17:11:13,27130.1
2020-12-27,17:11:14,27125.0
2020-12-27,17:11:15,27130.1
2020-12-27,17:11:16,27135.4
2020-12-27,17:11:17,27110.1
2020-12-27,17:11:18,27105.6
2020-12-27,17:11:19,27125.0
2020-12-27,17:11:20,27121.5
2020-12-27,17:11:21,27130.1
2020-12-27,17:11:22,27105.6
2020-12-27,17:11:23,27125.0
2020-12-27,17:11:24,27105.6
2020-12-27,17:11:25,27111.9
2020-12-27,17:11:26,27111.9
2020-12-27,17:11:27,27125.0
2020-12-27,17:11:28,27125.0
2020-12-27,17:11:29,27110.1
2020-12-27,17:11:29,27113.9
2020-12-27,17:11:30,27111.9
2020-12-27,17:11:32,27111.9
2020-12-27,17:11:32,27111.9
2020-12-27,17:11:33,27113.9
2020-12-27,17:11:34,27113.9
2020-12-27,17:11:35,27121.5
2020-12-27,17:11:36,27111.9
2020-12-27,17:11:37,27113.9
2020-12-27,17:11:38,27111.9
2020-12-27,17:11:39,27113.9
2020-12-27,17:11:41,27113.9
2020-12-27,17:11:42,27111.9
2020-12-27,17:11:43,27111.9
2020-12-27,17:11:44,27078.9
2020-12-27,17:11:45,27121.5
2020-12-27,17:11:46,27113.9
2020-12-27,17:11:47,27121.5
2020-12-27,17:11:48,27113.9
2020-12-27,17:11:48,27078.9
2020-12-27,17:11:49,27111.9
2020-12-27,17:11:50,27111.9
2020-12-27,17:11:51,27113.9
2020-12-27,17:11:52,27113.9
2020-12-27,17:11:53,27113.9
2020-12-27,17:11:54,27113.9
2020-12-27,17:11:55,27078.9
2020-12-27,17:11:56,27113.9
2020-12-27,17:11:57,27113.9
2020-12-27,17:11:58,27113.9
2020-12-27,17:11:59,27113.9
2020-12-27,17:12:00,27078.9
2020-12-27,17:12:01,27078.9
2020-12-27,17:12:02,27078.9
2020-12-27,17:12:03,27078.9
2020-12-27,17:12:04,27078.9
2020-12-27,17:12:05,27113.7
2020-12-27,17:12:06,27078.9
2020-12-27,17:12:07,27113.7
2020-12-27,17:12:08,27113.7
2020-12-27,17:12:09,27078.9
2020-12-27,17:12:10,27113.7
2020-12-27,17:12:11,27111.0
2020-12-27,17:12:12,27113.7
2020-12-27,17:12:12,27113.7
2020-12-27,17:12:13,27092.5
2020-12-27,17:12:14,27092.5
2020-12-27,17:12:15,27113.7
2020-12-27,17:12:16,27113.7
2020-12-27,17:12:17,27113.7
2020-12-27,17:12:18,27111.0
2020-12-27,17:12:19,27113.7
2020-12-27,17:12:20,27111.0
2020-12-27,17:12:21,27113.7
2020-12-27,17:12:22,27113.7
2020-12-27,17:12:23,27110.9
2020-12-27,17:12:24,27092.5
2020-12-27,17:12:25,27113.7
2020-12-27,17:12:26,27113.7
2020-12-27,17:12:27,27111.0
2020-12-27,17:12:28,27092.5
2020-12-27,17:12:29,27113.7
2020-12-27,17:12:30,27110.9
2020-12-27,17:12:31,27088.0
2020-12-27,17:12:32,27110.9
2020-12-27,17:12:33,27088.0
2020-12-27,17:12:34,27111.0
2020-12-27,17:12:35,27088.0
2020-12-27,17:12:36,27088.0
2020-12-27,17:12:37,27088.0
2020-12-27,17:12:38,27088.0
2020-12-27,17:14:11,27075.5
2020-12-27,17:14:12,27075.5
2020-12-27,17:14:13,27075.5
2020-12-27,17:14:14,27075.5
2020-12-27,17:14:15,27075.5
2020-12-27,17:14:16,27075.5
2020-12-27,17:14:17,27075.5
2020-12-27,17:14:18,27075.5
2020-12-27,17:14:19,27075.5
2020-12-27,17:14:20,27075.5
2020-12-27,17:14:21,27100.9
2020-12-27,17:27:47,27205.7
2020-12-27,17:27:48,27229.3
2020-12-27,17:27:49,27212.7
2020-12-27,17:27:50,27212.7
2020-12-27,17:27:51,27212.7
2020-12-27,17:27:52,27229.3
2020-12-27,17:27:53,27205.7
2020-12-27,17:27:54,27229.3
2020-12-27,17:27:55,27205.7
2020-12-27,17:27:56,27229.3
2020-12-27,17:27:57,27212.7
2020-12-27,17:27:57,27205.7
2020-12-27,17:27:59,27212.7
2020-12-27,17:27:59,27213.2
2020-12-27,17:28:00,27212.7
2020-12-27,17:28:01,27214.5
2020-12-27,17:28:02,27214.5
2020-12-27,17:28:03,27214.5
2020-12-27,17:28:04,27213.2
2020-12-27,17:28:05,27212.7
2020-12-27,17:28:06,27214.5
2020-12-27,17:28:07,27213.2
2020-12-27,17:28:08,27214.5
2020-12-27,17:28:09,27214.5
2020-12-27,17:28:10,27214.5
2020-12-27,17:28:11,27212.7
2020-12-27,17:28:12,27212.7
2020-12-27,17:28:13,27214.5
2020-12-27,17:28:14,27213.0
2020-12-27,17:28:15,27213.0
2020-12-27,17:28:16,27213.0
2020-12-27,17:28:17,27213.2
2020-12-27,17:28:18,27213.0
2020-12-27,17:28:19,27213.0
2020-12-27,17:28:20,27214.5
2020-12-27,17:28:21,27214.5
2020-12-27,17:28:22,27213.0
2020-12-27,17:28:23,27214.5
2020-12-27,17:28:24,27213.0
2020-12-27,17:28:25,27213.0
2020-12-27,17:28:26,27213.0
2020-12-27,17:28:27,27214.5
2020-12-27,17:28:28,27213.0
2020-12-27,17:28:29,27182.1
2020-12-27,17:28:30,27182.1
2020-12-27,17:28:31,27214.5
2020-12-27,17:28:31,27213.0
2020-12-27,17:28:32,27200.1
2020-12-27,17:28:34,27213.0
2020-12-27,17:28:35,27180.0
2020-12-27,05:47:17PM,27260.1
2020-12-27,05:47:18PM,27260.1
2020-12-27,05:47:19PM,27260.1
2020-12-27,05:47:20PM,27260.0
2020-12-27,05:47:21PM,27260.1
2020-12-27,05:47:22PM,27260.1
2020-12-27,05:47:23PM,27260.0
2020-12-27,05:47:24PM,27260.1
2020-12-27,05:47:25PM,27260.1
2020-12-27,05:47:25PM,27260.1
2020-12-27,05:47:26PM,27260.0
